CCN,REPORT_DAT,START_DATE,END_DATE,SHIFT,OFFENSE,BLOCK,WARD,DISTRICT,NEIGHBORHOOD_CLUSTER,LATITUDE,LONGITUDE,hour,day,month,weekday,time_period,crime_count,crime_type,crime_date,crime_hour,year,day_night,area,risk_level
24046359,2024-03-28 10:55:19+00:00,2024-03-28 10:10:00+00:00,2024-03-28 10:10:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,MONTANA AVENUE NE AND NEW YORK AVENUE NE,5.0,5.0,Cluster 23,38.9172169445,-76.9785279342,10.0,28.0,3,Thursday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-03-28 10:55:19+00:00,10,2024,Day,Cluster 23,High
24039137,2024-03-15 06:08:25+00:00,2024-03-15 03:40:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,5200 - 5299 BLOCK OF CLOUD PLACE NE,7.0,6.0,Cluster 31,38.8943578252,-76.9260144539,3.0,15.0,3,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-03-15 06:08:25+00:00,6,2024,Day,Cluster 31,High
24017511,2024-02-04 02:35:18+00:00,2024-02-03 23:49:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,500 - 599 BLOCK OF NEWCOMB STREET SE,8.0,7.0,Cluster 39,38.8458328906,-76.9992974347,23.0,3.0,2,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-04 02:35:18+00:00,2,2024,Night,Cluster 39,High
24194093,2024-12-15 22:44:32+00:00,2024-12-15 19:56:00+00:00,2024-12-15 20:50:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,2.0,2.0,Cluster 4,38.9162259346,-77.0681648844,19.0,15.0,12,Sunday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-12-15 22:44:32+00:00,22,2024,Night,Cluster 4,Low
24119989,2024-08-05 21:47:57+00:00,2024-08-05 17:37:00+00:00,2024-08-05 21:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF U STREET SE,8.0,7.0,Cluster 28,38.8660792516,-76.9863469051,17.0,5.0,8,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-08-05 21:47:57+00:00,21,2024,Night,Cluster 28,Medium
24175125,2024-11-11 06:36:02+00:00,2024-11-11 02:11:00+00:00,2024-11-11 06:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3101 - 3199 BLOCK OF 16TH STREET NW,1.0,3.0,Cluster 2,38.9298079189,-77.036468077,2.0,11.0,11,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-11-11 06:36:02+00:00,6,2024,Day,Cluster 2,High
24045673,2024-03-27 00:07:21+00:00,2024-03-26 21:55:00+00:00,2024-03-26 22:15:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,200 - 299 BLOCK OF T STREET NE,5.0,5.0,Cluster 21,38.9155644836,-77.002767716,21.0,26.0,3,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-03-27 00:07:21+00:00,0,2024,Night,Cluster 21,High
24065798,2024-05-02 19:37:12+00:00,2024-05-02 18:11:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,3500 - 3899 BLOCK OF JAY STREET NE,7.0,6.0,Cluster 30,38.9039688291,-76.9472062055,18.0,2.0,5,Thursday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-05-02 19:37:12+00:00,19,2024,Night,Cluster 30,High
24068297,2024-05-07 07:21:41+00:00,2024-05-07 05:48:00+00:00,2024-05-07 07:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3517 - 3546 BLOCK OF 14TH STREET NW,1.0,4.0,Cluster 2,38.9354440798,-77.0327328149,5.0,7.0,5,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-07 07:21:41+00:00,7,2024,Day,Cluster 2,High
24021001,2024-02-10 07:51:29+00:00,,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1600 - 1699 BLOCK OF V STREET SE,8.0,7.0,Cluster 28,38.8642534441,-76.9812422284,,,2,,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-02-10 07:51:29+00:00,7,2024,Day,Cluster 28,Medium
24003650,2024-01-08 08:55:38+00:00,2024-01-08 06:10:00+00:00,2024-01-08 06:15:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF 5TH STREET NE,5.0,5.0,Cluster 23,38.9094049494,-76.9975459006,6.0,8.0,1,Monday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-01-08 08:55:38+00:00,8,2024,Day,Cluster 23,High
24052084,2024-04-08 05:14:39+00:00,2024-04-08 00:43:00+00:00,2024-04-09 01:13:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4400 - 4499 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8.0,7.0,Cluster 39,38.8256456454,-77.0125791335,0.0,8.0,4,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-08 05:14:39+00:00,5,2024,Night,Cluster 39,High
24058938,2024-04-20 08:01:47+00:00,2024-04-20 04:01:00+00:00,2024-04-20 05:46:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1501 - 1598 BLOCK OF MARION BARRY AVENUE SE,8.0,7.0,Cluster 28,38.8663336502,-76.9827065344,4.0,20.0,4,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-20 08:01:47+00:00,8,2024,Day,Cluster 28,Medium
24108672,2024-07-16 04:39:19+00:00,2024-07-16 02:16:00+00:00,2024-07-16 02:17:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF 4TH STREET SW,6.0,1.0,Cluster 9,38.8725159905,-77.0175559768,2.0,16.0,7,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-07-16 04:39:19+00:00,4,2024,Night,Cluster 9,Medium
24057321,2024-04-17 05:12:17+00:00,2024-04-17 02:30:00+00:00,2024-04-18 02:35:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,700 - 799 BLOCK OF 16TH STREET NE,7.0,5.0,Cluster 25,38.899150231,-76.9816673943,2.0,17.0,4,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-17 05:12:17+00:00,5,2024,Night,Cluster 25,High
24127768,2024-08-20 07:57:05+00:00,2024-08-20 06:19:00+00:00,2024-08-20 07:50:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1800 - 1899 BLOCK OF Q STREET SE,8.0,,Cluster 34,38.870743237,-76.9781838881,6.0,20.0,8,Tuesday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-08-20 07:57:05+00:00,7,2024,Day,Cluster 34,High
24144067,2024-09-18 09:07:03+00:00,2024-09-18 06:32:00+00:00,2024-09-18 06:40:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,500 - 699 BLOCK OF PARK ROAD NW,1.0,4.0,Cluster 2,38.93298246,-77.0220096576,6.0,18.0,9,Wednesday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-09-18 09:07:03+00:00,9,2024,Day,Cluster 2,High
24065110,2024-05-01 15:47:02+00:00,2024-05-01 13:16:00+00:00,,DAY,ASSAULT W/DANGEROUS WEAPON,3700 - 3799 BLOCK OF 4TH STREET SE,8.0,7.0,Cluster 39,38.8377527943,-77.0005724517,13.0,1.0,5,Wednesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-05-01 15:47:02+00:00,15,2024,Day,Cluster 39,High
24081019,2024-05-29 19:11:42+00:00,2024-05-29 14:57:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF SAVANNAH STREET SE,8.0,7.0,Cluster 38,38.8446942023,-76.9830503964,14.0,29.0,5,Wednesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-05-29 19:11:42+00:00,19,2024,Night,Cluster 38,High
24184118,2024-11-27 02:38:01+00:00,2024-11-27 00:28:00+00:00,2024-11-27 02:38:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2705 - 2724 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 43,38.8524499071,-76.995868859,0.0,27.0,11,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-11-27 02:38:01+00:00,2,2024,Night,Cluster 43,Low
24186098,2024-12-01 16:59:42+00:00,2024-12-01 15:18:00+00:00,2024-12-01 16:35:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2400 - 2499 BLOCK OF 15TH PLACE SE,8.0,7.0,Cluster 37,38.8545034814,-76.9828420501,15.0,1.0,12,Sunday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-12-01 16:59:42+00:00,16,2024,Day,Cluster 37,High
24094273,2024-06-21 06:21:44+00:00,2024-06-21 05:12:00+00:00,2024-06-21 05:13:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF 13TH STREET NW,2.0,3.0,Cluster 7,38.9079076361,-77.0296239384,5.0,21.0,6,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-21 06:21:44+00:00,6,2024,Day,Cluster 7,Medium
24184782,2024-11-28 10:43:00+00:00,2024-11-28 09:23:00+00:00,2024-11-28 10:43:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1 - 99 BLOCK OF ANACOSTIA ROAD SE,7.0,6.0,Cluster 32,38.8891297537,-76.9518550965,9.0,28.0,11,Thursday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-11-28 10:43:00+00:00,10,2024,Day,Cluster 32,High
24001616,2024-01-04 03:26:12+00:00,2024-01-04 01:09:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,500 - 699 BLOCK OF ROXBORO PLACE NW,4.0,4.0,Cluster 17,38.9655428472,-77.0211729964,1.0,4.0,1,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-04 03:26:12+00:00,3,2024,Night,Cluster 17,Medium
24163474,2024-10-21 20:08:28+00:00,2024-10-21 17:21:00+00:00,2024-10-21 19:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1400 - 1599 BLOCK OF WHITTIER PLACE NW,4.0,4.0,Cluster 17,38.971505176,-77.0348939279,17.0,21.0,10,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-10-21 20:08:28+00:00,20,2024,Night,Cluster 17,Medium
24120246,2024-08-06 08:21:20+00:00,2024-08-06 03:00:00+00:00,2024-08-06 08:20:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1900 - 1999 BLOCK OF FREDERICK DOUGLASS COURT SE,8.0,7.0,Cluster 38,38.8521487001,-76.9773348675,3.0,6.0,8,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-08-06 08:21:20+00:00,8,2024,Day,Cluster 38,High
24008523,2024-01-18 02:33:29+00:00,2024-01-17 23:04:00+00:00,2024-01-18 00:10:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,400 - 499 BLOCK OF MITCH SNYDER PLACE NW,6.0,1.0,Cluster 8,38.895449605,-77.0136577317,23.0,17.0,1,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-18 02:33:29+00:00,2,2024,Night,Cluster 8,Medium
24099686,2024-06-30 07:34:25+00:00,2024-06-30 04:12:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2700 - 2799 BLOCK OF R STREET SE,7.0,6.0,Cluster 34,38.8694739198,-76.9683740631,4.0,30.0,6,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-30 07:34:25+00:00,7,2024,Day,Cluster 34,High
24155083,2024-10-07 07:45:32+00:00,2024-10-07 01:40:00+00:00,2024-10-07 02:21:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF Q STREET NW,2.0,3.0,Cluster 7,38.9111266917,-77.0332539945,1.0,7.0,10,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-10-07 07:45:32+00:00,7,2024,Day,Cluster 7,Medium
24138346,2024-09-08 08:58:36+00:00,2024-09-08 02:34:00+00:00,2024-09-08 06:26:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4660 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8.0,7.0,Cluster 39,38.8216256757,-77.0110811748,2.0,8.0,9,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-09-08 08:58:36+00:00,8,2024,Day,Cluster 39,High
24148212,2024-09-25 05:14:01+00:00,2024-09-25 03:40:00+00:00,2024-09-25 04:34:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,944 - 967 BLOCK OF FLORIDA AVENUE NW,1.0,3.0,Cluster 3,38.9195553057,-77.0250892284,3.0,25.0,9,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-09-25 05:14:01+00:00,5,2024,Night,Cluster 3,Medium
24051997,2024-04-08 02:32:32+00:00,2024-04-07 22:10:00+00:00,2024-04-08 00:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF L STREET SE,6.0,1.0,Cluster 26,38.8775161271,-76.9845951078,22.0,7.0,4,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-08 02:32:32+00:00,2,2024,Night,Cluster 26,Medium
24033483,2024-03-04 20:15:08+00:00,2024-03-04 17:29:00+00:00,2024-03-04 20:23:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2696 - 2699 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 43,38.8524499224,-76.9958687737,17.0,4.0,3,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-03-04 20:15:08+00:00,20,2024,Night,Cluster 43,Low
24005341,2024-01-11 18:21:16+00:00,2024-01-11 15:40:00+00:00,,DAY,ASSAULT W/DANGEROUS WEAPON,2501 - 2600 BLOCK OF NAYLOR ROAD SE,7.0,6.0,Cluster 34,38.867776133,-76.9704192228,15.0,11.0,1,Thursday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-01-11 18:21:16+00:00,18,2024,Night,Cluster 34,High
24190790,2024-12-10 03:05:52+00:00,2024-12-09 20:58:00+00:00,2024-12-09 21:34:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,TALBERT STREET SE AND MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 37,38.8627650893,-76.9922448825,20.0,9.0,12,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-12-10 03:05:52+00:00,3,2024,Night,Cluster 37,High
24174826,2024-11-10 17:23:49+00:00,2024-11-10 14:58:00+00:00,2024-11-10 16:00:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,300 - 399 BLOCK OF DELAFIELD PLACE NW,4.0,,Cluster 18,38.9492986263,-77.0166094249,14.0,10.0,11,Sunday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-11-10 17:23:49+00:00,17,2024,Day,Cluster 18,High
24180838,2024-11-21 10:13:46+00:00,2024-11-21 07:38:00+00:00,2024-11-21 10:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2 - 199 BLOCK OF GALVESTON STREET SW,8.0,7.0,Cluster 39,38.8236013165,-77.0088899643,7.0,21.0,11,Thursday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-11-21 10:13:46+00:00,10,2024,Day,Cluster 39,High
24071808,2024-05-13 20:54:36+00:00,2024-05-13 19:50:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,600 - 699 BLOCK OF SAVANNAH STREET SE,8.0,7.0,Cluster 39,38.8418770374,-76.9980134676,19.0,13.0,5,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-05-13 20:54:36+00:00,20,2024,Night,Cluster 39,High
24035789,2024-03-09 01:34:27+00:00,2024-03-08 20:45:00+00:00,2024-03-08 21:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3800 - 3899 BLOCK OF HALLEY TERRACE SE,8.0,7.0,Cluster 39,38.8336855005,-77.0071342356,20.0,8.0,3,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-03-09 01:34:27+00:00,1,2024,Night,Cluster 39,High
24063556,2024-04-28 21:16:02+00:00,2024-04-28 18:31:00+00:00,2024-04-28 19:55:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,CORCORAN STREET NE AND WEST VIRGINIA AVENUE NE,5.0,5.0,Cluster 23,38.9089856853,-76.987468198,18.0,28.0,4,Sunday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-04-28 21:16:02+00:00,21,2024,Night,Cluster 23,High
24202286,2025-01-01 04:34:58+00:00,2025-01-01 02:53:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,56 - 99 BLOCK OF M STREET SE,8.0,1.0,Cluster 27,38.8764820976,-77.0062852889,2.0,1.0,1,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2025-01-01 04:34:58+00:00,4,2025,Night,Cluster 27,Medium
24025078,2024-02-17 23:46:03+00:00,2024-02-17 21:31:00+00:00,2024-02-17 21:35:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2 - 199 BLOCK OF GALVESTON STREET SW,8.0,7.0,Cluster 39,38.8236013165,-77.0088899643,21.0,17.0,2,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-17 23:46:03+00:00,23,2024,Night,Cluster 39,High
24151178,2024-09-30 07:25:14+00:00,2024-09-30 05:38:00+00:00,2024-09-30 07:03:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,500 - 599 BLOCK OF FLORIDA AVENUE NE,5.0,5.0,Cluster 23,38.9064678888,-76.9988836239,5.0,30.0,9,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-09-30 07:25:14+00:00,7,2024,Day,Cluster 23,High
24120916,2024-08-07 14:44:58+00:00,2024-08-07 13:34:00+00:00,2024-08-07 14:45:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,20 - 199 BLOCK OF FORRESTER STREET SW,8.0,,Cluster 39,38.8251994209,-77.0101641251,13.0,7.0,8,Wednesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-08-07 14:44:58+00:00,14,2024,Day,Cluster 39,High
24011513,2024-01-24 02:45:19+00:00,2024-01-24 01:31:00+00:00,2024-01-24 01:40:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2300 - 2351 BLOCK OF 16TH STREET SE,8.0,7.0,Cluster 28,38.8620759492,-76.9827717617,1.0,24.0,1,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-24 02:45:19+00:00,2,2024,Night,Cluster 28,Medium
24152851,2024-10-03 01:48:57+00:00,2024-09-27 23:00:00+00:00,2024-09-28 05:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,601 - 899 BLOCK OF 6TH STREET SW,6.0,1.0,Cluster 9,38.8807981271,-77.0199060071,23.0,27.0,10,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-10-03 01:48:57+00:00,1,2024,Night,Cluster 9,Medium
24042384,2024-03-21 00:33:16+00:00,2024-03-20 19:22:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,1436 - 1498 BLOCK OF HOWARD ROAD SE,8.0,7.0,Cluster 37,38.8582298795,-76.9870451703,19.0,20.0,3,Wednesday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-03-21 00:33:16+00:00,0,2024,Night,Cluster 37,High
24164891,2024-10-23 23:57:27+00:00,2024-10-23 22:21:00+00:00,2024-10-23 23:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF BENNING ROAD NE,7.0,5.0,Cluster 25,38.898230689,-76.9726198373,22.0,23.0,10,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-10-23 23:57:27+00:00,23,2024,Night,Cluster 25,High
24014748,2024-01-30 02:45:13+00:00,2024-01-27 07:16:00+00:00,2024-01-30 02:18:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,500 - 799 BLOCK OF YUMA STREET SE,8.0,7.0,Cluster 39,38.8319880346,-76.9969593009,7.0,27.0,1,Saturday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-01-30 02:45:13+00:00,2,2024,Night,Cluster 39,High
24130608,2024-08-25 03:28:03+00:00,2024-08-25 01:16:00+00:00,2024-08-25 03:20:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1 - 99 BLOCK OF BATES STREET NW,5.0,3.0,Cluster 21,38.9103802773,-77.0106067892,1.0,25.0,8,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-08-25 03:28:03+00:00,3,2024,Night,Cluster 21,High
24103637,2024-07-07 05:32:14+00:00,2024-07-07 01:32:00+00:00,2024-07-07 01:59:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2400 - 2699 BLOCK OF POMEROY ROAD SE,8.0,7.0,Cluster 37,38.8552029073,-76.9897309123,1.0,7.0,7,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-07-07 05:32:14+00:00,5,2024,Night,Cluster 37,High
24035897,2024-03-09 05:04:48+00:00,2024-03-09 02:28:00+00:00,2024-03-10 04:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4510 - 4549 BLOCK OF BENNING ROAD SE,7.0,6.0,Cluster 33,38.889093908,-76.9372513747,2.0,9.0,3,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-03-09 05:04:48+00:00,5,2024,Night,Cluster 33,High
24079905,2024-05-27 23:33:45+00:00,2024-05-27 20:05:00+00:00,2024-05-27 20:48:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2730 - 2899 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 39,38.8468326159,-76.9961396645,20.0,27.0,5,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-27 23:33:45+00:00,23,2024,Night,Cluster 39,High
24048009,2024-03-31 10:08:35+00:00,2024-03-31 06:05:00+00:00,2024-03-31 09:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3806 - 3843 BLOCK OF MINNESOTA AVENUE NE,7.0,6.0,Cluster 32,38.8926800402,-76.9509711286,6.0,31.0,3,Sunday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-03-31 10:08:35+00:00,10,2024,Day,Cluster 32,High
24084021,2024-06-03 19:57:47+00:00,2024-06-03 17:36:00+00:00,2024-06-03 19:34:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1001- 1299 BLOCK OF KENILWORTH AVENUE NE,7.0,6.0,Cluster 31,38.9047027773,-76.9406696985,17.0,3.0,6,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-06-03 19:57:47+00:00,19,2024,Night,Cluster 31,High
24128480,2024-08-21 16:58:49+00:00,2024-08-21 15:10:00+00:00,2024-08-21 15:50:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2100 - 2111 BLOCK OF MARYLAND AVENUE NE,5.0,5.0,Cluster 23,38.9040867267,-76.9736875824,15.0,21.0,8,Wednesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-08-21 16:58:49+00:00,16,2024,Day,Cluster 23,High
24101578,2024-07-03 16:19:14+00:00,2024-07-03 15:17:00+00:00,2024-07-03 16:20:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2500 - 2610 BLOCK OF 10TH STREET NE,5.0,5.0,Cluster 22,38.9229728092,-76.9924282654,15.0,3.0,7,Wednesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-07-03 16:19:14+00:00,16,2024,Day,Cluster 22,Medium
24069810,2024-05-10 01:50:07+00:00,2024-05-09 23:25:00+00:00,2024-05-09 23:45:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,P STREET SW AND 2ND STREET SW,6.0,1.0,Cluster 9,38.8720357313,-77.0136720341,23.0,9.0,5,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-10 01:50:07+00:00,1,2024,Night,Cluster 9,Medium
24196064,2024-12-19 16:20:31+00:00,2024-12-19 13:43:00+00:00,,DAY,ASSAULT W/DANGEROUS WEAPON,100 - 151 BLOCK OF M STREET SE,6.0,1.0,Cluster 27,38.8764812582,-77.0050157617,13.0,19.0,12,Thursday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-12-19 16:20:31+00:00,16,2024,Day,Cluster 27,Medium
24024231,2024-02-16 09:50:45+00:00,2024-02-16 08:17:00+00:00,2024-02-16 09:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3300 - 3730 BLOCK OF HAYES STREET NE,7.0,6.0,Cluster 30,38.9066615961,-76.9528191142,8.0,16.0,2,Friday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-02-16 09:50:45+00:00,9,2024,Day,Cluster 30,High
24085303,2024-06-05 21:16:59+00:00,2024-06-05 18:52:00+00:00,2024-06-05 20:20:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3100 - 3199 BLOCK OF 11TH STREET NW,1.0,3.0,Cluster 2,38.9291900313,-77.0276258227,18.0,5.0,6,Wednesday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-06-05 21:16:59+00:00,21,2024,Night,Cluster 2,High
24120202,2024-08-06 06:13:43+00:00,2024-08-06 01:29:00+00:00,2024-08-06 06:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3651 - 3799 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 39,38.8368603507,-77.0069028318,1.0,6.0,8,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-08-06 06:13:43+00:00,6,2024,Day,Cluster 39,High
24148091,2024-09-25 01:54:31+00:00,2024-09-25 00:01:00+00:00,2024-09-25 00:02:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2700 - 2799 BLOCK OF STANTON ROAD SE,8.0,7.0,Cluster 37,38.8579243739,-76.9875985985,0.0,25.0,9,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-09-25 01:54:31+00:00,1,2024,Night,Cluster 37,High
24161835,2024-10-18 23:38:01+00:00,2024-10-18 22:18:00+00:00,2024-10-18 23:18:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3900 - 3928 BLOCK OF MINNESOTA AVENUE NE,7.0,6.0,Cluster 32,38.8935443043,-76.95033389,22.0,18.0,10,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-10-18 23:38:01+00:00,23,2024,Night,Cluster 32,High
24122435,2024-08-10 11:11:45+00:00,2024-08-10 09:46:00+00:00,2024-08-10 11:00:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,IRVING STREET NW AND 14TH STREET NW,1.0,3.0,Cluster 2,38.9288066229,-77.0326410883,9.0,10.0,8,Saturday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-08-10 11:11:45+00:00,11,2024,Day,Cluster 2,High
